,top,mid,bot,s1,s2,s3,sc1,sc2
46192,"['05H', '08H', '12C']","['03C', '05C', '07S', '11D', '12S']","['04D', '06H', '10S', '12H', '13S']",12.085,12.11753,13.13064,91.71567,85.70570000000001
46191,"['05H', '08H', '12C']","['03C', '05C', '07S', '11D', '12H']","['04D', '06H', '10S', '12S', '13S']",12.085,12.11753,13.13064,91.71567,85.70570000000001
46218,"['05H', '08H', '12C']","['03C', '06H', '10S', '11D', '12S']","['04D', '05C', '07S', '12H', '13S']",12.085,12.12063,13.12754,91.71567,85.7088
46444,"['05H', '08H', '12H']","['03C', '05C', '07S', '11D', '12S']","['04D', '06H', '10S', '12C', '13S']",12.085,12.11753,13.13064,91.71567,85.70570000000001
37693,"['05C', '08H', '12S']","['04D', '05H', '07S', '11D', '12C']","['03C', '06H', '10S', '12H', '13S']",12.085,12.11754,13.13063,91.71567,85.70571
37694,"['05C', '08H', '12S']","['04D', '05H', '07S', '11D', '12H']","['03C', '06H', '10S', '12C', '13S']",12.085,12.11754,13.13063,91.71567,85.70571
46702,"['05H', '08H', '12S']","['03C', '05C', '10S', '11D', '12H']","['04D', '06H', '07S', '12C', '13S']",12.085,12.12053,13.12764,91.71567,85.70870000000001
46715,"['05H', '08H', '12S']","['03C', '06H', '07S', '11D', '12C']","['04D', '05C', '10S', '12H', '13S']",12.085,12.11763,13.13054,91.71567,85.7058
46716,"['05H', '08H', '12S']","['03C', '06H', '07S', '11D', '12H']","['04D', '05C', '10S', '12C', '13S']",12.085,12.11763,13.13054,91.71567,85.7058
46721,"['05H', '08H', '12S']","['03C', '06H', '10S', '11D', '12C']","['04D', '05C', '07S', '12H', '13S']",12.085,12.12063,13.12754,91.71567,85.7088
37398,"['05C', '08H', '12H']","['03C', '06H', '10S', '11D', '12S']","['04D', '05H', '07S', '12C', '13S']",12.085,12.12063,13.12754,91.71567,85.7088
37371,"['05C', '08H', '12H']","['03C', '05H', '07S', '11D', '12C']","['04D', '06H', '10S', '12S', '13S']",12.085,12.11753,13.13064,91.71567,85.70570000000001
37372,"['05C', '08H', '12H']","['03C', '05H', '07S', '11D', '12S']","['04D', '06H', '10S', '12C', '13S']",12.085,12.11753,13.13064,91.71567,85.70570000000001
46722,"['05H', '08H', '12S']","['03C', '06H', '10S', '11D', '12H']","['04D', '05C', '07S', '12C', '13S']",12.085,12.12063,13.12754,91.71567,85.7088
37397,"['05C', '08H', '12H']","['03C', '06H', '10S', '11D', '12C']","['04D', '05H', '07S', '12S', '13S']",12.085,12.12063,13.12754,91.71567,85.7088
37392,"['05C', '08H', '12H']","['03C', '06H', '07S', '11D', '12S']","['04D', '05H', '10S', '12C', '13S']",12.085,12.11763,13.13054,91.71567,85.7058
37391,"['05C', '08H', '12H']","['03C', '06H', '07S', '11D', '12C']","['04D', '05H', '10S', '12S', '13S']",12.085,12.11763,13.13054,91.71567,85.7058
37700,"['05C', '08H', '12S']","['04D', '05H', '10S', '11D', '12H']","['03C', '06H', '07S', '12C', '13S']",12.085,12.12054,13.12763,91.71567,85.70871
37699,"['05C', '08H', '12S']","['04D', '05H', '10S', '11D', '12C']","['03C', '06H', '07S', '12H', '13S']",12.085,12.12054,13.12763,91.71567,85.70871
37377,"['05C', '08H', '12H']","['03C', '05H', '10S', '11D', '12C']","['04D', '06H', '07S', '12S', '13S']",12.085,12.12053,13.12764,91.71567,85.70870000000001
37378,"['05C', '08H', '12H']","['03C', '05H', '10S', '11D', '12S']","['04D', '06H', '07S', '12C', '13S']",12.085,12.12053,13.12764,91.71567,85.70870000000001
46701,"['05H', '08H', '12S']","['03C', '05C', '10S', '11D', '12C']","['04D', '06H', '07S', '12H', '13S']",12.085,12.12053,13.12764,91.71567,85.70870000000001
46772,"['05H', '08H', '12S']","['04D', '05C', '10S', '11D', '12H']","['03C', '06H', '07S', '12C', '13S']",12.085,12.12054,13.12763,91.71567,85.70871
37196,"['05C', '08H', '12C']","['04D', '05H', '10S', '11D', '12S']","['03C', '06H', '07S', '12H', '13S']",12.085,12.12054,13.12763,91.71567,85.70871
37190,"['05C', '08H', '12C']","['04D', '05H', '07S', '11D', '12S']","['03C', '06H', '10S', '12H', '13S']",12.085,12.11754,13.13063,91.71567,85.70571
46766,"['05H', '08H', '12S']","['04D', '05C', '07S', '11D', '12H']","['03C', '06H', '10S', '12C', '13S']",12.085,12.11754,13.13063,91.71567,85.70571
37442,"['05C', '08H', '12H']","['04D', '05H', '07S', '11D', '12S']","['03C', '06H', '10S', '12C', '13S']",12.085,12.11754,13.13063,91.71567,85.70571
46771,"['05H', '08H', '12S']","['04D', '05C', '10S', '11D', '12C']","['03C', '06H', '07S', '12H', '13S']",12.085,12.12054,13.12763,91.71567,85.70871
37441,"['05C', '08H', '12H']","['04D', '05H', '07S', '11D', '12C']","['03C', '06H', '10S', '12S', '13S']",12.085,12.11754,13.13063,91.71567,85.70571
37448,"['05C', '08H', '12H']","['04D', '05H', '10S', '11D', '12S']","['03C', '06H', '07S', '12C', '13S']",12.085,12.12054,13.12763,91.71567,85.70871
37195,"['05C', '08H', '12C']","['04D', '05H', '10S', '11D', '12H']","['03C', '06H', '07S', '12S', '13S']",12.085,12.12054,13.12763,91.71567,85.70871
46765,"['05H', '08H', '12S']","['04D', '05C', '07S', '11D', '12C']","['03C', '06H', '10S', '12H', '13S']",12.085,12.11754,13.13063,91.71567,85.70571
46696,"['05H', '08H', '12S']","['03C', '05C', '07S', '11D', '12H']","['04D', '06H', '10S', '12C', '13S']",12.085,12.11753,13.13064,91.71567,85.70570000000001
37447,"['05C', '08H', '12H']","['04D', '05H', '10S', '11D', '12C']","['03C', '06H', '07S', '12S', '13S']",12.085,12.12054,13.12763,91.71567,85.70871
46792,"['05H', '08H', '12S']","['04D', '06H', '10S', '11D', '12H']","['03C', '05C', '07S', '12C', '13S']",12.085,12.12064,13.12753,91.71566999999999,85.70881
46540,"['05H', '08H', '12H']","['04D', '06H', '10S', '11D', '12S']","['03C', '05C', '07S', '12C', '13S']",12.085,12.12064,13.12753,91.71566999999999,85.70881
46288,"['05H', '08H', '12C']","['04D', '06H', '10S', '11D', '12S']","['03C', '05C', '07S', '12H', '13S']",12.085,12.12064,13.12753,91.71566999999999,85.70881
37714,"['05C', '08H', '12S']","['04D', '06H', '07S', '11D', '12H']","['03C', '05H', '10S', '12C', '13S']",12.085,12.11764,13.13053,91.71566999999999,85.70581000000001
37467,"['05C', '08H', '12H']","['04D', '06H', '10S', '11D', '12C']","['03C', '05H', '07S', '12S', '13S']",12.085,12.12064,13.12753,91.71566999999999,85.70881
46791,"['05H', '08H', '12S']","['04D', '06H', '10S', '11D', '12C']","['03C', '05C', '07S', '12H', '13S']",12.085,12.12064,13.12753,91.71566999999999,85.70881
46534,"['05H', '08H', '12H']","['04D', '06H', '07S', '11D', '12S']","['03C', '05C', '10S', '12C', '13S']",12.085,12.11764,13.13053,91.71566999999999,85.70581000000001
46533,"['05H', '08H', '12H']","['04D', '06H', '07S', '11D', '12C']","['03C', '05C', '10S', '12S', '13S']",12.085,12.11764,13.13053,91.71566999999999,85.70581000000001
46786,"['05H', '08H', '12S']","['04D', '06H', '07S', '11D', '12H']","['03C', '05C', '10S', '12C', '13S']",12.085,12.11764,13.13053,91.71566999999999,85.70581000000001
37719,"['05C', '08H', '12S']","['04D', '06H', '10S', '11D', '12C']","['03C', '05H', '07S', '12H', '13S']",12.085,12.12064,13.12753,91.71566999999999,85.70881
37720,"['05C', '08H', '12S']","['04D', '06H', '10S', '11D', '12H']","['03C', '05H', '07S', '12C', '13S']",12.085,12.12064,13.12753,91.71566999999999,85.70881
46539,"['05H', '08H', '12H']","['04D', '06H', '10S', '11D', '12C']","['03C', '05C', '07S', '12S', '13S']",12.085,12.12064,13.12753,91.71566999999999,85.70881
37461,"['05C', '08H', '12H']","['04D', '06H', '07S', '11D', '12C']","['03C', '05H', '10S', '12S', '13S']",12.085,12.11764,13.13053,91.71566999999999,85.70581000000001
37209,"['05C', '08H', '12C']","['04D', '06H', '07S', '11D', '12H']","['03C', '05H', '10S', '12S', '13S']",12.085,12.11764,13.13053,91.71566999999999,85.70581000000001
37210,"['05C', '08H', '12C']","['04D', '06H', '07S', '11D', '12S']","['03C', '05H', '10S', '12H', '13S']",12.085,12.11764,13.13053,91.71566999999999,85.70581000000001
37713,"['05C', '08H', '12S']","['04D', '06H', '07S', '11D', '12C']","['03C', '05H', '10S', '12H', '13S']",12.085,12.11764,13.13053,91.71566999999999,85.70581000000001
37215,"['05C', '08H', '12C']","['04D', '06H', '10S', '11D', '12H']","['03C', '05H', '07S', '12S', '13S']",12.085,12.12064,13.12753,91.71566999999999,85.70881
37468,"['05C', '08H', '12H']","['04D', '06H', '10S', '11D', '12S']","['03C', '05H', '07S', '12C', '13S']",12.085,12.12064,13.12753,91.71566999999999,85.70881
37216,"['05C', '08H', '12C']","['04D', '06H', '10S', '11D', '12S']","['03C', '05H', '07S', '12H', '13S']",12.085,12.12064,13.12753,91.71566999999999,85.70881
37462,"['05C', '08H', '12H']","['04D', '06H', '07S', '11D', '12S']","['03C', '05H', '10S', '12C', '13S']",12.085,12.11764,13.13053,91.71566999999999,85.70581000000001
46785,"['05H', '08H', '12S']","['04D', '06H', '07S', '11D', '12C']","['03C', '05C', '10S', '12H', '13S']",12.085,12.11764,13.13053,91.71566999999999,85.70581000000001
46281,"['05H', '08H', '12C']","['04D', '06H', '07S', '11D', '12H']","['03C', '05C', '10S', '12S', '13S']",12.085,12.11764,13.13053,91.71566999999999,85.70581000000001
46282,"['05H', '08H', '12C']","['04D', '06H', '07S', '11D', '12S']","['03C', '05C', '10S', '12H', '13S']",12.085,12.11764,13.13053,91.71566999999999,85.70581000000001
46287,"['05H', '08H', '12C']","['04D', '06H', '10S', '11D', '12H']","['03C', '05C', '07S', '12S', '13S']",12.085,12.12064,13.12753,91.71566999999999,85.70881
37245,"['05C', '08H', '12C']","['05H', '06H', '07S', '11D', '12S']","['03C', '04D', '10S', '12H', '13S']",12.085,12.11765,13.13043,91.71558,85.70573
46569,"['05H', '08H', '12H']","['05C', '06H', '07S', '11D', '12S']","['03C', '04D', '10S', '12C', '13S']",12.085,12.11765,13.13043,91.71558,85.70573
46568,"['05H', '08H', '12H']","['05C', '06H', '07S', '11D', '12C']","['03C', '04D', '10S', '12S', '13S']",12.085,12.11765,13.13043,91.71558,85.70573
46821,"['05H', '08H', '12S']","['05C', '06H', '07S', '11D', '12H']","['03C', '04D', '10S', '12C', '13S']",12.085,12.11765,13.13043,91.71558,85.70573
46574,"['05H', '08H', '12H']","['05C', '06H', '10S', '11D', '12C']","['03C', '04D', '07S', '12S', '13S']",12.085,12.12065,13.12743,91.71558,85.70873
46414,"['05H', '08H', '12H']","['03C', '04D', '10S', '11D', '12C']","['05C', '06H', '07S', '12S', '13S']",12.085,12.12043,13.12765,91.71558,85.70851
46316,"['05H', '08H', '12C']","['05C', '06H', '07S', '11D', '12H']","['03C', '04D', '10S', '12S', '13S']",12.085,12.11765,13.13043,91.71558,85.70573
46415,"['05H', '08H', '12H']","['03C', '04D', '10S', '11D', '12S']","['05C', '06H', '07S', '12C', '13S']",12.085,12.12043,13.12765,91.71558,85.70851
46409,"['05H', '08H', '12H']","['03C', '04D', '07S', '11D', '12S']","['05C', '06H', '10S', '12C', '13S']",12.085,12.11743,13.13065,91.71558,85.70551
46408,"['05H', '08H', '12H']","['03C', '04D', '07S', '11D', '12C']","['05C', '06H', '10S', '12S', '13S']",12.085,12.11743,13.13065,91.71558,85.70551
37336,"['05C', '08H', '12H']","['03C', '04D', '07S', '11D', '12C']","['05H', '06H', '10S', '12S', '13S']",12.085,12.11743,13.13065,91.71558,85.70551
37337,"['05C', '08H', '12H']","['03C', '04D', '07S', '11D', '12S']","['05H', '06H', '10S', '12C', '13S']",12.085,12.11743,13.13065,91.71558,85.70551
37342,"['05C', '08H', '12H']","['03C', '04D', '10S', '11D', '12C']","['05H', '06H', '07S', '12S', '13S']",12.085,12.12043,13.12765,91.71558,85.70851
37343,"['05C', '08H', '12H']","['03C', '04D', '10S', '11D', '12S']","['05H', '06H', '07S', '12C', '13S']",12.085,12.12043,13.12765,91.71558,85.70851
46575,"['05H', '08H', '12H']","['05C', '06H', '10S', '11D', '12S']","['03C', '04D', '07S', '12C', '13S']",12.085,12.12065,13.12743,91.71558,85.70873
46317,"['05H', '08H', '12C']","['05C', '06H', '07S', '11D', '12S']","['03C', '04D', '10S', '12H', '13S']",12.085,12.11765,13.13043,91.71558,85.70573
37251,"['05C', '08H', '12C']","['05H', '06H', '10S', '11D', '12S']","['03C', '04D', '07S', '12H', '13S']",12.085,12.12065,13.12743,91.71558,85.70873
46826,"['05H', '08H', '12S']","['05C', '06H', '10S', '11D', '12C']","['03C', '04D', '07S', '12H', '13S']",12.085,12.12065,13.12743,91.71558,85.70873
46827,"['05H', '08H', '12S']","['05C', '06H', '10S', '11D', '12H']","['03C', '04D', '07S', '12C', '13S']",12.085,12.12065,13.12743,91.71558,85.70873
37250,"['05C', '08H', '12C']","['05H', '06H', '10S', '11D', '12H']","['03C', '04D', '07S', '12S', '13S']",12.085,12.12065,13.12743,91.71558,85.70873
46323,"['05H', '08H', '12C']","['05C', '06H', '10S', '11D', '12S']","['03C', '04D', '07S', '12H', '13S']",12.085,12.12065,13.12743,91.71558,85.70873
46322,"['05H', '08H', '12C']","['05C', '06H', '10S', '11D', '12H']","['03C', '04D', '07S', '12S', '13S']",12.085,12.12065,13.12743,91.71558,85.70873
37244,"['05C', '08H', '12C']","['05H', '06H', '07S', '11D', '12H']","['03C', '04D', '10S', '12S', '13S']",12.085,12.11765,13.13043,91.71558,85.70573
37749,"['05C', '08H', '12S']","['05H', '06H', '07S', '11D', '12H']","['03C', '04D', '10S', '12C', '13S']",12.085,12.11765,13.13043,91.71558,85.70573
46820,"['05H', '08H', '12S']","['05C', '06H', '07S', '11D', '12C']","['03C', '04D', '10S', '12H', '13S']",12.085,12.11765,13.13043,91.71558,85.70573
37594,"['05C', '08H', '12S']","['03C', '04D', '10S', '11D', '12C']","['05H', '06H', '07S', '12H', '13S']",12.085,12.12043,13.12765,91.71558,85.70851
37496,"['05C', '08H', '12H']","['05H', '06H', '07S', '11D', '12C']","['03C', '04D', '10S', '12S', '13S']",12.085,12.11765,13.13043,91.71558,85.70573
37497,"['05C', '08H', '12H']","['05H', '06H', '07S', '11D', '12S']","['03C', '04D', '10S', '12C', '13S']",12.085,12.11765,13.13043,91.71558,85.70573
37502,"['05C', '08H', '12H']","['05H', '06H', '10S', '11D', '12C']","['03C', '04D', '07S', '12S', '13S']",12.085,12.12065,13.12743,91.71558,85.70873
37503,"['05C', '08H', '12H']","['05H', '06H', '10S', '11D', '12S']","['03C', '04D', '07S', '12C', '13S']",12.085,12.12065,13.12743,91.71558,85.70873
46667,"['05H', '08H', '12S']","['03C', '04D', '10S', '11D', '12H']","['05C', '06H', '07S', '12C', '13S']",12.085,12.12043,13.12765,91.71558,85.70851
46666,"['05H', '08H', '12S']","['03C', '04D', '10S', '11D', '12C']","['05C', '06H', '07S', '12H', '13S']",12.085,12.12043,13.12765,91.71558,85.70851
46661,"['05H', '08H', '12S']","['03C', '04D', '07S', '11D', '12H']","['05C', '06H', '10S', '12C', '13S']",12.085,12.11743,13.13065,91.71558,85.70551
46157,"['05H', '08H', '12C']","['03C', '04D', '07S', '11D', '12S']","['05C', '06H', '10S', '12H', '13S']",12.085,12.11743,13.13065,91.71558,85.70551
46162,"['05H', '08H', '12C']","['03C', '04D', '10S', '11D', '12H']","['05C', '06H', '07S', '12S', '13S']",12.085,12.12043,13.12765,91.71558,85.70851
46163,"['05H', '08H', '12C']","['03C', '04D', '10S', '11D', '12S']","['05C', '06H', '07S', '12H', '13S']",12.085,12.12043,13.12765,91.71558,85.70851
46660,"['05H', '08H', '12S']","['03C', '04D', '07S', '11D', '12C']","['05C', '06H', '10S', '12H', '13S']",12.085,12.11743,13.13065,91.71558,85.70551
37588,"['05C', '08H', '12S']","['03C', '04D', '07S', '11D', '12C']","['05H', '06H', '10S', '12H', '13S']",12.085,12.11743,13.13065,91.71558,85.70551
37589,"['05C', '08H', '12S']","['03C', '04D', '07S', '11D', '12H']","['05H', '06H', '10S', '12C', '13S']",12.085,12.11743,13.13065,91.71558,85.70551
46156,"['05H', '08H', '12C']","['03C', '04D', '07S', '11D', '12H']","['05C', '06H', '10S', '12S', '13S']",12.085,12.11743,13.13065,91.71558,85.70551
37085,"['05C', '08H', '12C']","['03C', '04D', '07S', '11D', '12S']","['05H', '06H', '10S', '12H', '13S']",12.085,12.11743,13.13065,91.71558,85.70551
37755,"['05C', '08H', '12S']","['05H', '06H', '10S', '11D', '12H']","['03C', '04D', '07S', '12C', '13S']",12.085,12.12065,13.12743,91.71558,85.70873
37754,"['05C', '08H', '12S']","['05H', '06H', '10S', '11D', '12C']","['03C', '04D', '07S', '12H', '13S']",12.085,12.12065,13.12743,91.71558,85.70873
37084,"['05C', '08H', '12C']","['03C', '04D', '07S', '11D', '12H']","['05H', '06H', '10S', '12S', '13S']",12.085,12.11743,13.13065,91.71558,85.70551
37090,"['05C', '08H', '12C']","['03C', '04D', '10S', '11D', '12H']","['05H', '06H', '07S', '12S', '13S']",12.085,12.12043,13.12765,91.71558,85.70851
37091,"['05C', '08H', '12C']","['03C', '04D', '10S', '11D', '12S']","['05H', '06H', '07S', '12H', '13S']",12.085,12.12043,13.12765,91.71558,85.70851
37748,"['05C', '08H', '12S']","['05H', '06H', '07S', '11D', '12C']","['03C', '04D', '10S', '12H', '13S']",12.085,12.11765,13.13043,91.71558,85.70573
37595,"['05C', '08H', '12S']","['03C', '04D', '10S', '11D', '12H']","['05H', '06H', '07S', '12C', '13S']",12.085,12.12043,13.12765,91.71558,85.70851
58729,"['07S', '08H', '12H']","['03C', '04D', '05C', '10S', '12S']","['05H', '06H', '11D', '12C', '13S']",12.087,12.105430000000002,13.131649999999999,91.71557999999999,85.69051
58476,"['07S', '08H', '12C']","['03C', '04D', '05C', '10S', '12H']","['05H', '06H', '11D', '12S', '13S']",12.087,12.105430000000002,13.131649999999999,91.71557999999999,85.69051
58477,"['07S', '08H', '12C']","['03C', '04D', '05C', '10S', '12S']","['05H', '06H', '11D', '12H', '13S']",12.087,12.105430000000002,13.131649999999999,91.71557999999999,85.69051
58491,"['07S', '08H', '12C']","['03C', '04D', '05H', '10S', '12H']","['05C', '06H', '11D', '12S', '13S']",12.087,12.105430000000002,13.131649999999999,91.71557999999999,85.69051
58728,"['07S', '08H', '12H']","['03C', '04D', '05C', '10S', '12C']","['05H', '06H', '11D', '12S', '13S']",12.087,12.105430000000002,13.131649999999999,91.71557999999999,85.69051
58995,"['07S', '08H', '12S']","['03C', '04D', '05H', '10S', '12C']","['05C', '06H', '11D', '12H', '13S']",12.087,12.105430000000002,13.131649999999999,91.71557999999999,85.69051
58981,"['07S', '08H', '12S']","['03C', '04D', '05C', '10S', '12H']","['05H', '06H', '11D', '12C', '13S']",12.087,12.105430000000002,13.131649999999999,91.71557999999999,85.69051
58996,"['07S', '08H', '12S']","['03C', '04D', '05H', '10S', '12H']","['05C', '06H', '11D', '12C', '13S']",12.087,12.105430000000002,13.131649999999999,91.71557999999999,85.69051
58492,"['07S', '08H', '12C']","['03C', '04D', '05H', '10S', '12S']","['05C', '06H', '11D', '12H', '13S']",12.087,12.105430000000002,13.131649999999999,91.71557999999999,85.69051
58743,"['07S', '08H', '12H']","['03C', '04D', '05H', '10S', '12C']","['05C', '06H', '11D', '12S', '13S']",12.087,12.105430000000002,13.131649999999999,91.71557999999999,85.69051
58744,"['07S', '08H', '12H']","['03C', '04D', '05H', '10S', '12S']","['05C', '06H', '11D', '12C', '13S']",12.087,12.105430000000002,13.131649999999999,91.71557999999999,85.69051
58980,"['07S', '08H', '12S']","['03C', '04D', '05C', '10S', '12C']","['05H', '06H', '11D', '12H', '13S']",12.087,12.105430000000002,13.131649999999999,91.71557999999999,85.69051
46550,"['05H', '08H', '12H']","['04D', '07S', '10S', '11D', '12S']","['03C', '05C', '06H', '12C', '13S']",12.085,12.12074,13.12653,91.71477,85.70801
46686,"['05H', '08H', '12S']","['03C', '05C', '06H', '11D', '12H']","['04D', '07S', '10S', '12C', '13S']",12.085,12.116530000000001,13.13074,91.71477,85.7038
37659,"['05C', '08H', '12S']","['03C', '07S', '10S', '11D', '12C']","['04D', '05H', '06H', '12H', '13S']",12.085,12.12073,13.12654,91.71477,85.70800000000001
37660,"['05C', '08H', '12S']","['03C', '07S', '10S', '11D', '12H']","['04D', '05H', '06H', '12C', '13S']",12.085,12.12073,13.12654,91.71477,85.70800000000001
46731,"['05H', '08H', '12S']","['03C', '07S', '10S', '11D', '12C']","['04D', '05C', '06H', '12H', '13S']",12.085,12.12073,13.12654,91.71477,85.70800000000001
46732,"['05H', '08H', '12S']","['03C', '07S', '10S', '11D', '12H']","['04D', '05C', '06H', '12C', '13S']",12.085,12.12073,13.12654,91.71477,85.70800000000001
37729,"['05C', '08H', '12S']","['04D', '07S', '10S', '11D', '12C']","['03C', '05H', '06H', '12H', '13S']",12.085,12.12074,13.12653,91.71477,85.70801
46504,"['05H', '08H', '12H']","['04D', '05C', '06H', '11D', '12S']","['03C', '07S', '10S', '12C', '13S']",12.085,12.11654,13.13073,91.71477,85.70381
