hand,value,handvalue,score
"('11D', '08H', '09S', '08D', '08C')",64.009,,983941.0
"('10D', '10C', '10H', '08H', '09S')",64.008,,983842.0
"('11D', '08H', '08D', '07D', '08C')",64.007,,983719.0
"('11D', '06C', '08H', '08D', '08C')",64.006,,983572.0
"('11D', '05S', '08H', '08D', '08C')",64.005,,983399.0
"('11D', '08H', '04C', '08D', '08C')",64.004,,983202.0
"('11D', '03S', '08H', '08D', '08C')",64.003,,982956.0
"('11D', '02D', '08H', '08D', '08C')",64.002,,982710.0
"('14S', '13S', '04C', '04D', '04H')",63.013,,982463.0
"('12D', '05S', '13S', '05D', '05C')",63.012,,982439.0
"('11D', '06C', '12D', '06H', '06S')",63.011,,982389.0
"('11D', '10D', '07D', '07S', '07H')",63.01,,982316.0
"('11D', '09S', '07D', '07S', '07H')",63.009,,982217.0
"('11D', '08H', '07D', '07S', '07H')",63.008,,982094.0
"('10D', '10C', '10H', '08H', '07D')",63.007,,981995.0
"('11D', '06C', '07D', '11S', '11H')",63.006,,981872.0
"('11D', '05S', '07D', '11S', '11H')",63.005,,981725.0
"('11D', '04C', '07D', '11S', '11H')",63.004,,981552.0
"('11D', '03S', '07D', '11S', '11H')",63.003,,981355.0
"('11D', '02D', '07D', '11S', '11H')",63.002,,981109.0
"('03S', '03D', '14S', '13S', '03H')",62.013,,980863.0
"('03S', '12D', '03D', '14S', '03H')",62.012,,980838.0
"('11D', '03S', '03D', '14S', '03H')",62.011,,980789.0
"('11D', '10D', '06C', '06H', '06S')",62.01,,980715.0
"('11D', '06C', '09S', '06H', '06S')",62.009,,980616.0
"('11D', '06C', '08H', '06H', '06S')",62.008,,980493.0
"('11D', '06C', '07D', '06H', '06S')",62.007,,980370.0
"('10D', '06C', '10C', '10H', '07D')",62.006,,980222.0
"('11D', '06C', '05S', '11S', '11H')",62.005,,980050.0
"('11D', '06C', '04C', '11S', '11H')",62.004,,979853.0
"('11D', '06C', '03S', '11S', '11H')",62.003,,979631.0
"('11D', '06C', '02D', '11S', '11H')",62.002,,979385.0
"('02D', '02C', '02S', '14S', '13S')",61.013,,979090.0
"('03S', '12D', '03D', '13S', '03H')",61.012,,979065.0
"('11D', '03S', '03D', '13S', '03H')",61.011,,979016.0
"('11D', '10D', '05S', '05D', '05C')",61.01,,978942.0
"('11D', '05S', '09S', '05D', '05C')",61.009,,978843.0
"('11D', '05S', '08H', '05D', '05C')",61.008,,978720.0
"('11D', '05S', '05D', '07D', '05C')",61.007,,978573.0
"('11D', '06C', '05S', '05D', '05C')",61.006,,978449.0
"('10D', '06C', '10C', '05S', '10H')",61.005,,978302.0
"('11D', '05S', '04C', '05D', '05C')",61.004,,978129.0
"('11D', '03S', '05S', '05D', '05C')",61.003,,977932.0
"('11D', '02D', '05S', '05D', '05C')",61.002,,977711.0
"('12D', '02D', '02C', '02S', '13S')",60.012,,977464.0
"('11D', '03S', '12D', '03D', '03H')",60.011,,977440.0
"('11D', '10D', '04C', '04D', '04H')",60.01,,977391.0
"('11D', '04C', '09S', '04D', '04H')",60.009,,977317.0
"('11D', '08H', '04C', '04D', '04H')",60.008,,977218.0
"('11D', '04C', '04D', '07D', '04H')",60.007,,977095.0
"('11D', '06C', '04C', '04D', '04H')",60.006,,976972.0
"('11D', '05S', '04C', '04D', '04H')",60.005,,976824.0
"('10D', '10C', '05S', '10H', '04C')",60.004,,976652.0
"('11D', '03S', '04C', '04D', '04H')",60.003,,976455.0
"('11D', '02D', '04C', '04D', '04H')",60.002,,976233.0
"('11D', '12D', '02D', '02C', '02S')",59.011,,975987.0
"('11D', '10D', '03S', '03D', '03H')",59.01,,975962.0
"('11D', '03S', '03D', '09S', '03H')",59.009,,975913.0
"('11D', '03S', '03D', '08H', '03H')",59.008,,975839.0
"('11D', '03S', '03D', '07D', '03H')",59.007,,975741.0
"('11D', '06C', '03S', '03D', '03H')",59.006,,975618.0
"('11D', '03S', '03D', '05S', '03H')",59.005,,975519.0
"('11D', '03S', '03D', '04C', '03H')",59.004,,975396.0
"('10D', '10C', '03S', '10H', '04C')",59.003,,975248.0
"('11D', '03S', '02D', '03D', '03H')",59.002,,975076.0
"('11D', '10D', '02D', '02C', '02S')",58.01,,974879.0
"('11D', '02D', '02C', '02S', '09S')",58.009,,974854.0
"('11D', '02D', '02C', '02S', '08H')",58.008,,974805.0
"('11D', '02D', '02C', '02S', '07D')",58.007,,974731.0
"('11D', '06C', '02D', '02C', '02S')",58.006,,974633.0
"('11D', '02D', '02C', '05S', '02S')",58.005,,974534.0
"('11D', '02D', '02C', '02S', '04C')",58.004,,974411.0
"('11D', '03S', '02D', '02C', '02S')",58.003,,974263.0
"('10D', '10C', '03S', '02D', '10H')",58.002,,974091.0
"('10D', '02D', '02C', '02S', '09S')",57.009,,973894.0
"('10D', '02D', '02C', '02S', '08H')",57.008,,973869.0
"('10D', '02D', '02C', '02S', '07D')",57.007,,973820.0
"('10D', '06C', '02D', '02C', '02S')",57.006,,973746.0
"('10D', '02D', '02C', '05S', '02S')",57.005,,973648.0
"('10D', '02D', '02C', '02S', '04C')",57.004,,973574.0
"('10D', '03S', '02D', '02C', '02S')",57.003,,973475.0
"('03S', '02D', '03D', '09S', '03H')",57.002,,973352.0
"('02D', '02C', '02S', '08H', '09S')",56.008,,973204.0
"('03S', '03D', '08H', '07D', '03H')",56.007,,973180.0
"('06C', '03S', '03D', '08H', '03H')",56.006,,973130.0
"('03S', '03D', '05S', '08H', '03H')",56.005,,973057.0
"('06C', '05S', '04C', '05D', '05C')",56.004,,972983.0
"('06C', '03S', '05S', '05D', '05C')",56.003,,972884.0
"('06C', '02D', '05S', '05D', '05C')",56.002,,972761.0
"('02D', '02C', '02S', '08H', '07D')",55.007,,972613.0
"('06C', '03S', '03D', '07D', '03H')",55.006,,972589.0
"('06C', '05S', '04C', '04D', '04H')",55.005,,972539.0
"('03S', '03D', '04C', '07D', '03H')",55.004,,972466.0
"('06C', '03S', '04C', '04D', '04H')",55.003,,972416.0
"('06C', '02D', '04C', '04D', '04H')",55.002,,972342.0
"('06C', '02D', '02C', '02S', '07D')",54.006,,972244.0
"('06C', '03S', '03D', '05S', '03H')",54.005,,972219.0
"('06C', '03S', '03D', '04C', '03H')",54.004,,972170.0
"('03S', '02D', '02C', '02S', '07D')",54.003,,972121.0
"('06C', '03S', '02D', '03D', '03H')",54.002,,972047.0
"('06C', '02D', '02C', '05S', '02S')",53.005,,971948.0
"('06C', '02D', '02C', '02S', '04C')",53.004,,971924.0
"('06C', '03S', '02D', '02C', '02S')",53.003,,971875.0
"('03S', '02D', '03D', '05S', '03H')",53.002,,971850.0
"('02D', '02C', '05S', '02S', '04C')",52.004,,971801.0
"('03S', '02D', '02C', '05S', '02S')",52.003,,971776.0
"('03S', '02D', '03D', '04C', '03H')",52.002,,971751.0
"('03S', '02D', '02C', '02S', '04C')",51.003,,971702.0
"('12D', '14S', '13S', '14H', '13D')",44.142,,971678.0
"('11D', '14S', '13S', '14H', '13D')",44.141000000000005,,971622.0
"('10D', '14S', '13S', '14H', '13D')",44.14,,971567.0
"('14S', '13S', '14H', '13D', '09S')",44.139,,971511.0
"('14S', '13S', '14H', '13D', '08H')",44.138000000000005,,971456.0
"('14S', '13S', '14H', '13D', '07D')",44.137,,971400.0
"('06C', '14S', '13S', '14H', '13D')",44.136,,971345.0
"('05S', '14S', '13S', '14H', '13D')",44.135000000000005,,971290.0
"('14S', '13S', '14H', '13D', '04C')",44.134,,971234.0
"('03S', '14S', '13S', '14H', '13D')",44.133,,971179.0
"('12D', '12S', '14S', '13S', '14H')",44.132999999999996,,971123.0
"('02D', '14S', '13S', '14H', '13D')",44.132000000000005,,971068.0
"('11D', '12D', '12S', '14S', '14H')",44.131,,971013.0
"('10D', '12D', '12S', '14S', '14H')",44.129999999999995,,970957.0
"('12D', '12S', '14S', '14H', '09S')",44.129,,970902.0
"('12D', '12S', '14S', '14H', '08H')",44.128,,970846.0
"('12D', '12S', '14S', '14H', '07D')",44.126999999999995,,970791.0
"('06C', '12D', '12S', '14S', '14H')",44.126,,970736.0
"('12D', '05S', '12S', '14S', '14H')",44.125,,970680.0
"('12D', '12S', '14S', '14H', '04C')",44.123999999999995,,970625.0
"('11D', '14S', '13S', '14H', '11S')",44.123,,970569.0
"('11D', '12D', '14S', '14H', '11S')",44.122,,970459.0
"('11D', '10D', '14S', '14H', '11S')",44.12,,970348.0
"('11D', '14S', '14H', '09S', '11S')",44.119,,970292.0
"('11D', '14S', '14H', '08H', '11S')",44.118,,970237.0
"('11D', '14S', '14H', '07D', '11S')",44.117,,970182.0
"('11D', '06C', '14S', '14H', '11S')",44.116,,970126.0
"('11D', '05S', '14S', '14H', '11S')",44.115,,970071.0
"('11D', '14S', '14H', '04C', '11S')",44.114,,970015.0
"('11D', '03S', '14S', '14H', '11S')",44.113,,969960.0
"('11D', '02D', '14S', '14H', '11S')",44.112,,969849.0
"('11D', '10D', '10C', '14S', '14H')",44.111000000000004,,969738.0
"('10D', '10C', '14S', '14H', '09S')",44.109,,969683.0
"('10D', '10C', '14S', '14H', '08H')",44.108000000000004,,969627.0
"('10D', '10C', '14S', '14H', '07D')",44.107,,969572.0
"('10D', '06C', '10C', '14S', '14H')",44.106,,969517.0
"('10D', '10C', '05S', '14S', '14H')",44.105000000000004,,969461.0
"('10D', '10C', '14S', '14H', '04C')",44.104,,969406.0
"('10D', '10C', '03S', '14S', '14H')",44.103,,969350.0
"('10D', '10C', '02D', '14S', '14H')",44.102000000000004,,969240.0
"('11D', '14S', '14H', '09S', '09D')",44.101000000000006,,969129.0
"('10D', '14S', '14H', '09S', '09D')",44.1,,969073.0
"('14S', '14H', '08H', '09S', '09D')",44.098000000000006,,969018.0
"('14S', '14H', '09S', '09D', '07D')",44.097,,968963.0
"('06C', '14S', '14H', '09S', '09D')",44.096000000000004,,968907.0
"('05S', '14S', '14H', '09S', '09D')",44.095000000000006,,968852.0
"('14S', '14H', '04C', '09S', '09D')",44.094,,968796.0
"('03S', '14S', '14H', '09S', '09D')",44.093,,968741.0
"('14S', '13S', '14H', '08H', '08D')",44.092999999999996,,968686.0
"('02D', '14S', '14H', '09S', '09D')",44.092000000000006,,968630.0
"('12D', '14S', '14H', '08H', '08D')",44.092,,968575.0
"('11D', '14S', '14H', '08H', '08D')",44.091,,968519.0
"('10D', '14S', '14H', '08H', '08D')",44.089999999999996,,968464.0
"('14S', '14H', '08H', '09S', '08D')",44.089,,968409.0
"('14S', '14H', '08H', '08D', '07D')",44.086999999999996,,968353.0
"('06C', '14S', '14H', '08H', '08D')",44.086,,968298.0
"('05S', '14S', '14H', '08H', '08D')",44.085,,968242.0
"('14S', '14H', '08H', '04C', '08D')",44.083999999999996,,968187.0
"('03S', '14S', '14H', '08H', '08D')",44.083,,968131.0
"('12D', '14S', '14H', '07D', '07S')",44.082,,968021.0
"('11D', '14S', '14H', '07D', '07S')",44.081,,967910.0
"('10D', '14S', '14H', '07D', '07S')",44.08,,967854.0
"('14S', '14H', '09S', '07D', '07S')",44.079,,967799.0
"('14S', '14H', '08H', '07D', '07S')",44.078,,967744.0
"('06C', '14S', '14H', '07D', '07S')",44.076,,967688.0
"('05S', '14S', '14H', '07D', '07S')",44.075,,967633.0
"('14S', '14H', '04C', '07D', '07S')",44.074,,967577.0
"('06C', '14S', '13S', '14H', '06H')",44.073,,967522.0
"('06C', '12D', '14S', '14H', '06H')",44.072,,967411.0
"('11D', '06C', '14S', '14H', '06H')",44.071000000000005,,967300.0
"('10D', '06C', '14S', '14H', '06H')",44.07,,967245.0
"('06C', '14S', '14H', '09S', '06H')",44.069,,967190.0
"('06C', '14S', '14H', '08H', '06H')",44.068000000000005,,967134.0
"('06C', '14S', '14H', '07D', '06H')",44.067,,967079.0
"('06C', '05S', '14S', '14H', '06H')",44.065000000000005,,967023.0
"('06C', '14S', '14H', '04C', '06H')",44.064,,966968.0
"('06C', '03S', '14S', '14H', '06H')",44.063,,966913.0
"('05S', '14S', '13S', '14H', '05D')",44.062999999999995,,966857.0
"('06C', '02D', '14S', '14H', '06H')",44.062000000000005,,966802.0
"('12D', '05S', '14S', '14H', '05D')",44.062,,966746.0
"('11D', '05S', '14S', '14H', '05D')",44.061,,966691.0
"('10D', '05S', '14S', '14H', '05D')",44.059999999999995,,966636.0
"('05S', '14S', '14H', '09S', '05D')",44.059,,966580.0
"('05S', '14S', '14H', '08H', '05D')",44.058,,966525.0
"('05S', '14S', '14H', '05D', '07D')",44.056999999999995,,966469.0
"('06C', '05S', '14S', '14H', '05D')",44.056,,966414.0
"('05S', '14S', '14H', '04C', '05D')",44.053999999999995,,966358.0
"('03S', '05S', '14S', '14H', '05D')",44.053,,966303.0
"('12D', '14S', '14H', '04C', '04D')",44.052,,966192.0
"('11D', '14S', '14H', '04C', '04D')",44.051,,966081.0
"('10D', '14S', '14H', '04C', '04D')",44.05,,966026.0
"('14S', '14H', '04C', '09S', '04D')",44.049,,965971.0
"('14S', '14H', '08H', '04C', '04D')",44.048,,965915.0
"('14S', '14H', '04C', '04D', '07D')",44.047,,965860.0
"('06C', '14S', '14H', '04C', '04D')",44.046,,965804.0
"('05S', '14S', '14H', '04C', '04D')",44.045,,965749.0
"('03S', '03D', '14S', '13S', '14H')",44.043,,965694.0
"('03S', '12D', '03D', '14S', '14H')",44.042,,965583.0
"('11D', '03S', '03D', '14S', '14H')",44.041000000000004,,965472.0
"('10D', '03S', '03D', '14S', '14H')",44.04,,965417.0
"('03S', '03D', '14S', '14H', '09S')",44.039,,965361.0
"('03S', '03D', '14S', '14H', '08H')",44.038000000000004,,965306.0
"('03S', '03D', '14S', '14H', '07D')",44.037,,965250.0
"('06C', '03S', '03D', '14S', '14H')",44.036,,965195.0
"('03S', '03D', '05S', '14S', '14H')",44.035000000000004,,965140.0
"('03S', '03D', '14S', '14H', '04C')",44.034,,965084.0
"('02D', '02C', '14S', '13S', '14H')",44.033,,965029.0
"('03S', '02D', '03D', '14S', '14H')",44.032000000000004,,964973.0
"('11D', '02D', '02C', '14S', '14H')",44.031000000000006,,964862.0
"('10D', '02D', '02C', '14S', '14H')",44.03,,964807.0
"('02D', '02C', '14S', '14H', '09S')",44.029,,964752.0
"('02D', '02C', '14S', '14H', '08H')",44.028000000000006,,964696.0
"('02D', '02C', '14S', '14H', '07D')",44.027,,964641.0
"('06C', '02D', '02C', '14S', '14H')",44.026,,964585.0
"('02D', '02C', '05S', '14S', '14H')",44.025000000000006,,964530.0
"('02D', '02C', '14S', '14H', '04C')",44.024,,964475.0
"('03S', '02D', '02C', '14S', '14H')",44.023,,964419.0
"('12D', '12S', '14S', '13S', '13D')",43.134,,964364.0
"('11D', '12D', '12S', '13S', '13D')",43.131,,964308.0
"('10D', '12D', '12S', '13S', '13D')",43.129999999999995,,964253.0
"('12D', '12S', '13S', '13D', '09S')",43.129,,964198.0
"('12D', '12S', '13S', '13D', '08H')",43.128,,964142.0
"('12D', '12S', '13S', '13D', '07D')",43.126999999999995,,964087.0
"('06C', '12D', '12S', '13S', '13D')",43.126,,964031.0
"('12D', '05S', '12S', '13S', '13D')",43.125,,963976.0
"('11D', '14S', '13S', '13D', '11S')",43.124,,963921.0
"('12D', '12S', '13S', '13D', '04C')",43.123999999999995,,963865.0
"('03S', '12D', '12S', '13S', '13D')",43.123,,963810.0
"('11D', '12D', '13S', '13D', '11S')",43.122,,963754.0
"('11D', '10D', '13S', '13D', '11S')",43.12,,963644.0
"('11D', '13S', '13D', '09S', '11S')",43.119,,963588.0
"('11D', '13S', '13D', '08H', '11S')",43.118,,963533.0
"('11D', '13S', '13D', '07D', '11S')",43.117,,963477.0
"('11D', '06C', '13S', '13D', '11S')",43.116,,963422.0
"('11D', '05S', '13S', '13D', '11S')",43.115,,963367.0
"('10D', '10C', '14S', '13S', '13D')",43.114000000000004,,963311.0
"('11D', '13S', '13D', '04C', '11S')",43.114,,963256.0
"('11D', '03S', '13S', '13D', '11S')",43.113,,963200.0
"('11D', '02D', '13S', '13D', '11S')",43.112,,963145.0
"('11D', '10D', '10C', '13S', '13D')",43.111000000000004,,963034.0
"('10D', '10C', '13S', '13D', '09S')",43.109,,962979.0
"('10D', '10C', '13S', '13D', '08H')",43.108000000000004,,962923.0
"('10D', '10C', '13S', '13D', '07D')",43.107,,962868.0
"('10D', '06C', '10C', '13S', '13D')",43.106,,962812.0
"('10D', '10C', '05S', '13S', '13D')",43.105000000000004,,962757.0
"('14S', '13S', '13D', '09S', '09D')",43.104000000000006,,962702.0
"('10D', '10C', '13S', '13D', '04C')",43.104,,962646.0
"('10D', '10C', '03S', '13S', '13D')",43.103,,962591.0
"('10D', '10C', '02D', '13S', '13D')",43.102000000000004,,962535.0
"('11D', '13S', '13D', '09S', '09D')",43.101000000000006,,962425.0
"('10D', '13S', '13D', '09S', '09D')",43.1,,962369.0
"('13S', '13D', '08H', '09S', '09D')",43.098000000000006,,962314.0
"('13S', '13D', '09S', '09D', '07D')",43.097,,962258.0
"('06C', '13S', '13D', '09S', '09D')",43.096000000000004,,962203.0
"('05S', '13S', '13D', '09S', '09D')",43.095000000000006,,962148.0
"('14S', '13S', '13D', '08H', '08D')",43.094,,962092.0
"('03S', '13S', '13D', '09S', '09D')",43.093,,961981.0
"('02D', '13S', '13D', '09S', '09D')",43.092000000000006,,961926.0
"('12D', '13S', '13D', '08H', '08D')",43.092,,961871.0
"('11D', '13S', '13D', '08H', '08D')",43.091,,961815.0
"('10D', '13S', '13D', '08H', '08D')",43.089999999999996,,961760.0
"('13S', '13D', '08H', '09S', '08D')",43.089,,961704.0
"('13S', '13D', '08H', '08D', '07D')",43.086999999999996,,961649.0
"('06C', '13S', '13D', '08H', '08D')",43.086,,961593.0
"('05S', '13S', '13D', '08H', '08D')",43.085,,961538.0
"('14S', '13S', '13D', '07D', '07S')",43.084,,961483.0
"('13S', '13D', '08H', '04C', '08D')",43.083999999999996,,961427.0
"('03S', '13S', '13D', '08H', '08D')",43.083,,961372.0
"('12D', '13S', '13D', '07D', '07S')",43.082,,961316.0
"('11D', '13S', '13D', '07D', '07S')",43.081,,961206.0
"('10D', '13S', '13D', '07D', '07S')",43.08,,961150.0
"('13S', '13D', '09S', '07D', '07S')",43.079,,961095.0
"('13S', '13D', '08H', '07D', '07S')",43.078,,961039.0
"('06C', '13S', '13D', '07D', '07S')",43.076,,960984.0
"('05S', '13S', '13D', '07D', '07S')",43.075,,960929.0
"('06C', '14S', '13S', '13D', '06H')",43.074000000000005,,960873.0
"('13S', '13D', '04C', '07D', '07S')",43.074,,960818.0
"('03S', '13S', '13D', '07D', '07S')",43.073,,960762.0
"('06C', '12D', '13S', '13D', '06H')",43.072,,960707.0
"('11D', '06C', '13S', '13D', '06H')",43.071000000000005,,960596.0
"('10D', '06C', '13S', '13D', '06H')",43.07,,960541.0
"('06C', '13S', '13D', '09S', '06H')",43.069,,960485.0
"('06C', '13S', '13D', '08H', '06H')",43.068000000000005,,960430.0
"('06C', '13S', '13D', '07D', '06H')",43.067,,960375.0
"('06C', '05S', '13S', '13D', '06H')",43.065000000000005,,960319.0
"('06C', '13S', '13D', '04C', '06H')",43.064,,960264.0
"('06C', '03S', '13S', '13D', '06H')",43.063,,960153.0
"('06C', '02D', '13S', '13D', '06H')",43.062000000000005,,960098.0
"('12D', '05S', '13S', '13D', '05D')",43.062,,960042.0
"('11D', '05S', '13S', '13D', '05D')",43.061,,959987.0
"('10D', '05S', '13S', '13D', '05D')",43.059999999999995,,959931.0
"('05S', '13S', '13D', '09S', '05D')",43.059,,959876.0
"('05S', '13S', '13D', '08H', '05D')",43.058,,959820.0
"('05S', '13S', '13D', '05D', '07D')",43.056999999999995,,959765.0
"('06C', '05S', '13S', '13D', '05D')",43.056,,959710.0
"('14S', '13S', '13D', '04C', '04D')",43.054,,959654.0
"('05S', '13S', '13D', '04C', '05D')",43.053999999999995,,959599.0
"('03S', '05S', '13S', '13D', '05D')",43.053,,959543.0
"('12D', '13S', '13D', '04C', '04D')",43.052,,959488.0
"('11D', '13S', '13D', '04C', '04D')",43.051,,959377.0
"('10D', '13S', '13D', '04C', '04D')",43.05,,959322.0
"('13S', '13D', '04C', '09S', '04D')",43.049,,959266.0
"('13S', '13D', '08H', '04C', '04D')",43.048,,959211.0
"('13S', '13D', '04C', '04D', '07D')",43.047,,959156.0
"('06C', '13S', '13D', '04C', '04D')",43.046,,959100.0
"('05S', '13S', '13D', '04C', '04D')",43.045,,959045.0
"('03S', '03D', '14S', '13S', '13D')",43.044000000000004,,958989.0
"('03S', '13S', '13D', '04C', '04D')",43.043,,958934.0
"('03S', '12D', '03D', '13S', '13D')",43.042,,958879.0
"('11D', '03S', '03D', '13S', '13D')",43.041000000000004,,958768.0
"('10D', '03S', '03D', '13S', '13D')",43.04,,958712.0
"('03S', '03D', '13S', '13D', '09S')",43.039,,958657.0
"('03S', '03D', '13S', '13D', '08H')",43.038000000000004,,958602.0
"('03S', '03D', '13S', '13D', '07D')",43.037,,958546.0
"('06C', '03S', '03D', '13S', '13D')",43.036,,958491.0
"('03S', '03D', '05S', '13S', '13D')",43.035000000000004,,958435.0
"('02D', '02C', '14S', '13S', '13D')",43.034000000000006,,958380.0
"('03S', '03D', '13S', '13D', '04C')",43.034,,958324.0
"('03S', '02D', '03D', '13S', '13D')",43.032000000000004,,958269.0
"('11D', '02D', '02C', '13S', '13D')",43.031000000000006,,958158.0
"('10D', '02D', '02C', '13S', '13D')",43.03,,958103.0
"('02D', '02C', '13S', '13D', '09S')",43.029,,958047.0
"('02D', '02C', '13S', '13D', '08H')",43.028000000000006,,957992.0
"('02D', '02C', '13S', '13D', '07D')",43.027,,957937.0
"('06C', '02D', '02C', '13S', '13D')",43.026,,957881.0
"('02D', '02C', '05S', '13S', '13D')",43.025000000000006,,957826.0
"('02D', '02C', '13S', '13D', '04C')",43.024,,957770.0
"('03S', '02D', '02C', '13S', '13D')",43.023,,957715.0
"('11D', '12D', '12S', '14S', '11S')",42.124,,957660.0
"('11D', '12D', '12S', '13S', '11S')",42.123,,957604.0
"('11D', '10D', '12D', '12S', '11S')",42.12,,957549.0
"('11D', '12D', '12S', '09S', '11S')",42.119,,957493.0
"('11D', '12D', '12S', '08H', '11S')",42.118,,957438.0
"('11D', '12D', '12S', '07D', '11S')",42.117,,957383.0
"('11D', '06C', '12D', '12S', '11S')",42.116,,957327.0
"('11D', '12D', '05S', '12S', '11S')",42.115,,957272.0
"('10D', '10C', '12D', '12S', '14S')",42.114000000000004,,957216.0
"('11D', '12D', '12S', '04C', '11S')",42.114,,957161.0
"('11D', '03S', '12D', '12S', '11S')",42.113,,957106.0
"('11D', '12D', '02D', '12S', '11S')",42.112,,956995.0
"('11D', '10D', '10C', '12D', '12S')",42.111000000000004,,956939.0
"('10D', '10C', '12D', '12S', '09S')",42.109,,956884.0
"('10D', '10C', '12D', '12S', '08H')",42.108000000000004,,956829.0
"('10D', '10C', '12D', '12S', '07D')",42.107,,956773.0
"('10D', '06C', '10C', '12D', '12S')",42.106,,956718.0
"('10D', '10C', '12D', '05S', '12S')",42.105000000000004,,956662.0
"('12D', '12S', '14S', '09S', '09D')",42.104000000000006,,956607.0
"('10D', '10C', '12D', '12S', '04C')",42.104,,956551.0
"('10D', '10C', '03S', '12D', '12S')",42.103,,956496.0
"('10D', '10C', '12D', '02D', '12S')",42.102000000000004,,956385.0
"('11D', '12D', '12S', '09S', '09D')",42.101000000000006,,956330.0
"('10D', '12D', '12S', '09S', '09D')",42.1,,956274.0
"('12D', '12S', '08H', '09S', '09D')",42.098000000000006,,956219.0
"('12D', '12S', '09S', '09D', '07D')",42.097,,956164.0
"('06C', '12D', '12S', '09S', '09D')",42.096000000000004,,956108.0
"('12D', '05S', '12S', '09S', '09D')",42.095000000000006,,956053.0
"('12D', '12S', '14S', '08H', '08D')",42.094,,955997.0
"('03S', '12D', '12S', '09S', '09D')",42.093,,955887.0
"('12D', '12S', '13S', '08H', '08D')",42.092999999999996,,955831.0
"('12D', '02D', '12S', '09S', '09D')",42.092000000000006,,955776.0
